kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K04264.01,CANDIDATE,CANDIDATE,0.0000,0.888478095,0.452,1.5312,340.4,1.51,1665.0,1825.96,24.60,5553.00,4.577,0.8060,15.850,0,0,0,0
K04265.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.18242002,0.721,4.103,69.7,0.7,1283.0,638.12,13.80,5808.00,4.583,0.7860,14.897,0,0,1,1
K04266.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.503999678,0.962,0.5421,975.6,2.97,1605.0,1566.41,96.80,4898.00,4.686,0.5680,15.498,0,1,0,0
K04332.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.66588544,0.276,5.004,167,0.98,1041.0,278.03,17.20,4965.00,4.536,0.7710,15.382,0,0,1,1
K04333.01,CANDIDATE,CANDIDATE,,309.25581,0.2875,10.72,421.4,2.18,287.0,1.61,9.90,6060.00,4.419,1.0570,14.205,0,0,0,0
K04334.01,CANDIDATE,CANDIDATE,0.7540,2.44232399,0.303,1.921,229,1.1,1029.0,264.82,14.10,4849.00,4.561,0.7380,15.849,0,0,0,0
K04335.01,CONFIRMED,CANDIDATE,0.9940,7.61758198,0.234,3.545,85.4,1,1020.0,255.32,13.40,6202.00,4.401,1.0720,14.110,0,0,0,0
K04336.01,FALSE POSITIVE,FALSE POSITIVE,,41.477908,0.5122,10.45,29.9,1.09,849.0,122.73,9.60,6935.00,3.950,1.9180,10.830,1,0,0,0
K04399.01,CANDIDATE,CANDIDATE,0.9580,42.1003351,0.88,1.0834,214,1.42,466.0,11.17,13.90,5595.00,4.570,0.8200,11.965,0,0,0,0
K04400.01,CONFIRMED,CANDIDATE,0.9950,2.20923119,0.11,2.392,59.8,0.84,1507.0,1217.79,14.30,5991.00,4.375,1.0920,13.764,0,0,0,0
K04401.01,FALSE POSITIVE,FALSE POSITIVE,,260.54832,0.378,15.52,161.6,1.35,318.0,2.43,10.20,6412.00,4.440,1.0400,13.533,1,0,0,0
K04402.01,FALSE POSITIVE,FALSE POSITIVE,,370.47678,0.5386,15.69,656.2,2.37,252.0,0.96,11.80,6050.00,4.525,0.8960,15.359,1,0,0,0
K04403.01,CONFIRMED,CANDIDATE,1.0000,5.88350251,0.362,2.556,217.7,1.27,949.0,192.09,11.90,5840.00,4.553,0.8490,15.741,0,0,0,0
K04196.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.662457501,1.024,1.527,64.1,8.3,3295.0,27795.08,13.50,6425.00,3.862,2.1600,12.721,1,0,1,0
K04197.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33258458,0.422,3.222,127,1.25,1868.0,2873.72,14.40,6384.00,4.419,1.0860,15.865,0,0,0,1
K04198.01,CANDIDATE,CANDIDATE,0.0890,1.182862515,0.284,2.928,22.3,1.26,2800.0,14544.87,16.50,6017.00,3.699,2.6390,12.638,0,0,0,0
K04199.01,CONFIRMED,CANDIDATE,0.1460,0.539915033,0.291,1.1466,97,0.82,1871.0,2901.68,17.60,5102.00,4.502,0.8370,14.311,0,0,0,0
K04200.01,FALSE POSITIVE,FALSE POSITIVE,,372.54353,1.7826,21.83,1106,74.14,226.0,0.62,11.90,5561.00,4.557,0.8360,15.662,1,0,0,0
K04267.01,CONFIRMED,CANDIDATE,0.9510,2.20829637,0.205,2.841,87.9,1.36,1709.0,2016.25,12.00,6028.00,4.189,1.4540,15.201,0,0,0,0
K04268.01,CONFIRMED,CANDIDATE,0.9960,0.849906734,0.64,1.141,124.3,0.59,1139.0,396.64,12.00,4296.00,4.733,0.5050,15.220,0,0,0,0
K04269.01,CONFIRMED,CANDIDATE,0.9980,26.6565737,0.686,4.954,163.4,4.15,903.0,157.45,18.80,5159.00,3.604,3.0620,13.263,0,0,0,0
K04269.02,CANDIDATE,CANDIDATE,0.1250,4.4408541,0.005,8.083,33.9,1.74,1642.0,1719.20,12.00,5159.00,3.604,3.0620,13.263,0,0,0,0
K04270.01,FALSE POSITIVE,FALSE POSITIVE,,373.72257,1.5922,14.21,470.9,67.13,262.0,1.11,9.60,6004.00,4.450,1.0080,14.808,1,0,0,0
K04337.01,CONFIRMED,CANDIDATE,0.9980,8.18504859,0.601,4.673,97.6,0.93,892.0,149.41,12.50,5984.00,4.521,0.9060,14.686,0,0,0,0
K04338.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.78438513,1.18,1.408,233.6,75.04,1397.0,900.70,15.60,5575.00,3.516,3.5150,13.638,0,1,0,0
K02585.02,CONFIRMED,CANDIDATE,1.0000,10.42317343,0.811,2.341,71.2,1.07,901.0,155.70,11.20,5767.00,4.287,1.1350,13.455,0,0,0,0
K04339.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566804221,0.536,4.639,166,0.85,1737.0,2149.42,31.00,5277.00,4.625,0.6400,15.776,1,0,0,1
K04340.01,FALSE POSITIVE,FALSE POSITIVE,0.0060,2.022658,0.419,3.343,135.7,1.15,1482.0,1139.10,17.40,6091.00,4.487,0.9670,15.572,0,0,1,0
K04404.01,FALSE POSITIVE,FALSE POSITIVE,,316.57747,0.2569,14.64,269.1,1.47,255.0,1.01,10.20,5822.00,4.529,0.8980,15.246,1,0,0,0
K07679.01,CANDIDATE,CANDIDATE,1.0000,1.8679943,0.173,1.087,73.4,0.7,1291.0,658.77,10.00,5487.00,4.568,0.8150,14.185,0,0,0,0
K04405.01,CANDIDATE,CANDIDATE,0.6940,8.9172863,0.062,4.468,196.3,1.39,931.0,177.84,7.20,6210.00,4.467,0.9860,14.671,0,0,0,0
K04406.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.519437968,1.172,2.129,226.2,20.48,2402.0,7822.62,25.40,6181.00,4.464,1.0060,15.421,0,1,1,0
K04407.01,CANDIDATE,CANDIDATE,1.0000,1.33807075,0.003,1.425,20.2,0.6,2008.0,3844.97,8.50,6355.00,4.299,1.3190,11.179,0,0,0,0
K04408.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.105095798,0.295,2.624,141.7,0.89,1445.0,1025.90,17.40,5296.00,4.604,0.7520,15.815,0,1,0,1
K04201.01,FALSE POSITIVE,FALSE POSITIVE,,245.01902,0.3471,8.56,375.9,1.98,310.0,2.17,10.10,6167.00,4.451,1.0100,14.881,1,0,0,0
K04202.01,CONFIRMED,CANDIDATE,0.9490,153.979362,0.036,9.028,792.5,2.53,330.0,2.82,16.10,5858.00,4.502,0.9030,15.672,0,0,0,0
K07684.01,FALSE POSITIVE,FALSE POSITIVE,0.0870,10.2239787,0.439,1.814,213.5,24.43,2364.0,7383.41,6.50,4673.00,2.412,16.8230,13.188,1,0,0,0
K02433.03,CONFIRMED,CANDIDATE,0.9170,56.4148314,0.908,8.075,480.1,2.9,535.0,19.37,16.40,6325.00,4.409,1.1120,15.212,0,0,0,0
K04203.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.18079098,0.74,12.13,83.2,3.29,2767.0,13876.96,69.30,6911.00,3.661,3.3390,10.008,1,0,0,0
K04204.01,CONFIRMED,CANDIDATE,0.9740,20.9254083,0.201,6.783,109,1.26,729.0,66.95,15.50,5821.00,4.283,1.2100,13.966,0,0,0,0
K02498.02,CONFIRMED,CANDIDATE,0.9050,13.0600399,0.495,2.851,106.8,0.8,630.0,37.30,12.50,5168.00,4.566,0.7690,13.942,0,0,0,0
K04271.01,FALSE POSITIVE,FALSE POSITIVE,0.0120,0.641069613,0.061,1.033,78.6,0.86,2196.0,5512.38,10.50,6077.00,4.451,0.9610,14.098,0,0,1,0
K07690.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.2430415,0.147,3.63,101.1,0.89,1344.0,770.18,8.10,5897.00,4.531,0.8910,15.596,0,0,1,1
K04272.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.21475168,0.461,6.93,266.1,5.5,3302.0,28091.85,7.90,6732.00,3.632,3.2760,11.464,0,1,0,0
K04273.01,CANDIDATE,CANDIDATE,0.9990,17.3731821,0.227,3.36,71.7,1.31,901.0,155.73,14.00,6180.00,4.155,1.5400,12.677,0,0,0,0
K04274.01,CANDIDATE,CANDIDATE,0.9720,1.97507424,0.152,2.61,130.5,1.08,1477.0,1122.82,15.00,6065.00,4.495,0.9470,15.276,0,0,0,0
K04617.01,CONFIRMED,CANDIDATE,0.8960,27.4784659,0.008,7.5,83.2,1.52,736.0,69.30,12.30,5432.00,3.993,1.7070,13.630,0,0,0,0
K04618.01,FALSE POSITIVE,FALSE POSITIVE,,244.86662,0.3872,10.56,289.5,1.46,273.0,1.31,9.70,5821.00,4.554,0.8480,14.462,1,0,0,0
K07697.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.30627214,0.57,5.144,95.4,0.87,1490.0,1161.23,10.30,5513.00,4.543,0.8620,15.762,0,0,1,1
K04619.01,FALSE POSITIVE,FALSE POSITIVE,,62.366706,0.1725,4.32,95.4,1.88,698.0,56.09,7.10,6749.00,4.031,1.9000,11.208,1,0,0,0
K04620.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.933732791,0.022,3.056,96.9,0.9,1773.0,2344.56,13.80,5496.00,4.405,0.9270,14.812,0,1,0,1
K04621.01,FALSE POSITIVE,FALSE POSITIVE,,53.106597,0.5182,2.914,82.4,2.2,860.0,129.19,7.30,7217.00,3.893,2.3430,11.159,1,0,0,0
K04690.01,FALSE POSITIVE,FALSE POSITIVE,,360.15417,0.2583,12.806,790.6,2.99,270.0,1.25,11.10,6065.00,4.452,1.0610,15.435,1,0,0,0
K04691.01,CANDIDATE,CANDIDATE,0.9650,3.3879165,0.117,1.818,78.6,1.09,1336.0,750.60,10.40,5702.00,4.247,1.2450,14.491,0,0,0,0
K04692.01,FALSE POSITIVE,FALSE POSITIVE,,1.42856815,0.3097,2.132,59.5,0.64,1547.0,1352.91,11.80,5979.00,4.557,0.8220,14.766,1,0,0,1
K00806.04,FALSE POSITIVE,FALSE POSITIVE,,381.850599,0.4148,4.772,1702,3.59,222.0,0.58,13.80,5485.00,4.556,0.8670,15.403,1,0,0,0
K03194.01,FALSE POSITIVE,FALSE POSITIVE,1.0000,10.81315417,0.804,1.275,80.3,1.46,1045.0,281.84,16.60,6380.00,4.240,1.4600,11.487,0,1,0,0
K04479.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,359.08368,1.262,15.67,618.7,29.15,268.0,1.23,10.80,6256.00,4.493,0.9320,15.145,1,0,0,1
K04480.01,CANDIDATE,CANDIDATE,1.0000,58.7488629,0.186,3.191,473.6,1.75,425.0,7.70,13.60,5574.00,4.505,0.8050,14.122,0,0,0,0
K04481.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.74784374,0.093,3.658,116.5,1.08,1226.0,534.57,12.80,6122.00,4.471,0.9960,15.130,0,0,1,1
K07685.01,CANDIDATE,CANDIDATE,0.6510,64.740274,0.74,15.082,113.1,1.35,518.0,16.96,16.40,5999.00,4.263,1.1770,13.219,0,0,0,0
K04482.01,CANDIDATE,CANDIDATE,0.8980,5.38299284,0.417,3.336,35.1,0.78,1253.0,582.98,10.70,6256.00,4.270,1.2930,12.642,0,0,0,0
K04483.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.71028117,0.372,2.61,111.6,0.91,1454.0,1055.42,13.80,5910.00,4.550,0.8550,15.422,0,0,1,1
K04549.01,CANDIDATE,CANDIDATE,0.9800,2.0481582,0.179,1.899,183.3,1.16,1346.0,773.92,11.70,5799.00,4.548,0.8600,15.980,0,0,0,0
K04550.01,CONFIRMED,CANDIDATE,0.9340,140.251943,0.323,6.576,567.7,1.84,271.0,1.28,11.90,4821.00,4.529,0.7880,15.429,0,0,0,0
K04551.01,CANDIDATE,CANDIDATE,0.9860,14.7179342,0.704,5.844,132.3,1.25,784.0,89.30,12.70,6102.00,4.449,1.0180,14.654,0,0,0,0
K07691.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.570828503,0.609,0.915,174.4,0.54,986.0,222.55,13.90,3585.00,4.868,0.3880,15.068,0,1,1,0
K04552.01,FALSE POSITIVE,FALSE POSITIVE,,134.4665,0.2848,5.27,1032,2.48,280.0,1.45,6.70,4891.00,4.524,0.7910,15.126,1,0,0,0
K04553.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.909314811,0.722,2.2053,40.5,0.99,2503.0,9311.68,30.20,6508.00,4.163,1.4470,12.730,1,0,0,1
K04622.01,CONFIRMED,CANDIDATE,0.9750,207.24785,0.21,6.159,809.2,1.56,189.0,0.30,13.20,4339.00,4.711,0.5530,15.142,0,0,0,0
K04623.01,FALSE POSITIVE,FALSE POSITIVE,,186.55347,0.2803,13.57,334.5,1.86,341.0,3.18,11.00,6187.00,4.446,1.0060,14.905,1,0,0,0
K03179.01,CONFIRMED,CANDIDATE,1.0000,5.99078221,0.944,1.699,69.9,1.03,987.0,223.93,8.60,5721.00,4.442,0.9720,10.884,0,0,0,0
K04624.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,14.0801852,0.308,3.402,90.7,1.04,798.0,95.62,6.90,5984.00,4.421,1.0890,12.966,0,0,1,0
K04625.01,CONFIRMED,CANDIDATE,0.4930,2.440839436,1.253,0.968,509.5,21.29,986.0,223.80,14.40,4803.00,4.623,0.6980,15.877,0,0,0,0
K04693.01,CONFIRMED,CANDIDATE,0.9910,23.6223571,0.369,6.852,57,1.07,797.0,95.35,11.40,6144.00,4.149,1.3930,13.341,0,0,0,0
K04694.01,CANDIDATE,CANDIDATE,1.0000,19.2527652,0.028,4.862,138.5,1.24,740.0,71.04,10.80,6258.00,4.442,1.0460,14.851,0,0,0,0
K04695.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.28931936,1.422,1.921,166,50.51,1364.0,818.01,11.10,6335.00,4.427,1.0720,14.806,0,0,1,0
K04696.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.08195208,0.257,4.807,33.6,0.47,1526.0,1275.68,12.40,5233.00,4.489,0.8240,13.881,0,0,0,1
K04697.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.512583041,0.116,1.498,114.3,1.07,2363.0,7320.09,17.10,6077.00,4.471,0.9990,15.484,0,1,1,1
K07680.01,CANDIDATE,CANDIDATE,0.4270,219.20579,0.517,14.5,207.8,2.66,456.0,10.18,15.20,6990.00,4.115,1.7850,12.449,0,0,0,0
K04484.01,CONFIRMED,CANDIDATE,1.0000,2.29794819,0.108,2.84,83.2,0.98,1547.0,1352.14,12.20,6371.00,4.426,1.0720,15.079,0,0,0,0
K04485.01,FALSE POSITIVE,FALSE POSITIVE,,368.11581,0.0125,13.52,476.2,2.11,263.0,1.12,11.20,6122.00,4.487,0.9640,15.125,1,0,0,0
K04486.01,FALSE POSITIVE,FALSE POSITIVE,,368.52466,0.5045,11.9,680.3,3.05,288.0,1.62,14.00,6343.00,4.411,1.1370,15.484,1,0,0,0
K03158.02,CONFIRMED,CANDIDATE,1.0000,4.54586982,0.563,1.756,76.5,0.65,868.0,134.21,24.40,5051.00,4.562,0.7210,8.717,0,0,0,0
K04487.01,CANDIDATE,CANDIDATE,0.9800,3.48754109,0.32,1.811,85.1,0.72,988.0,224.74,7.30,5252.00,4.593,0.7830,14.371,0,0,0,0
K03164.01,FALSE POSITIVE,FALSE POSITIVE,,0.542498653,0.3422,4.257,54.9,2.25,5157.0,167191.11,19.80,8711.00,3.795,2.9540,10.326,1,0,0,0
K04554.01,CANDIDATE,CANDIDATE,0.9710,8.0772455,0.984,7.272,79.2,2.61,1228.0,537.66,12.50,5684.00,3.915,2.0320,14.579,0,0,0,0
K04555.01,CANDIDATE,CANDIDATE,,364.08733,0.1702,14.09,372,1.39,211.0,0.47,8.80,5376.00,4.601,0.7270,14.816,0,0,0,0
K04556.01,FALSE POSITIVE,FALSE POSITIVE,0.2760,21.5819776,0.036,13.734,47.6,0.91,746.0,73.01,17.30,5601.00,4.144,1.3420,11.981,0,0,1,0
K04557.01,CANDIDATE,CANDIDATE,0.9990,5.75651958,0.247,2.309,65.3,0.83,1089.0,332.97,11.20,6208.00,4.454,1.0240,13.666,0,0,0,0
K04626.01,CANDIDATE,CANDIDATE,0.9800,91.95723,0.015,10.471,308.4,2.66,497.0,14.41,12.30,5854.00,4.114,1.5280,14.876,0,0,0,0
K04627.01,CANDIDATE,CANDIDATE,0.9440,7.51731745,0.256,2.484,170.7,1.19,861.0,129.74,10.70,5525.00,4.488,0.9230,15.029,0,0,0,0
K04628.01,FALSE POSITIVE,FALSE POSITIVE,,3.08723626,0.2516,2.615,101.9,1.2,1451.0,1046.77,12.10,6418.00,4.395,1.1710,14.966,0,0,1,0
K04629.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.592562969,1.252,3.0869,1546.4,25.97,1967.0,3520.70,100.40,5728.00,4.575,0.8040,15.784,0,1,1,0
K04630.01,CANDIDATE,CANDIDATE,1.0000,44.6966177,0.373,10.532,257.3,2.46,637.0,38.95,15.30,5929.00,4.123,1.5180,14.875,0,0,0,0
K04698.01,CANDIDATE,CANDIDATE,0.9650,8.5275894,0.311,2.959,112.5,1.28,1049.0,286.10,10.40,6469.00,4.385,1.1930,14.765,0,0,0,0
K04699.01,CANDIDATE,CANDIDATE,1.0000,3.07714195,0.983,3.571,34.2,1.08,1493.0,1175.00,9.90,6108.00,4.251,1.3360,12.889,0,0,0,0
K04700.01,CANDIDATE,CANDIDATE,1.0000,3.83488354,0.242,2.026,243,1.2,1003.0,239.15,10.90,5515.00,4.592,0.7750,15.972,0,0,0,0
K04701.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,31.97181,0.532,12.277,117.4,0.95,521.0,17.43,11.10,5632.00,4.554,0.8530,14.817,0,0,1,1
K04702.01,FALSE POSITIVE,FALSE POSITIVE,0.0030,5.81289843,0.499,3.979,76.3,0.93,1102.0,348.61,9.50,6175.00,4.410,1.0410,14.510,0,0,1,0
K04488.01,FALSE POSITIVE,FALSE POSITIVE,,6.44173995,0.3252,1.635,107.7,1.41,1175.0,451.14,10.50,6088.00,4.225,1.3390,13.861,0,0,1,0
K04489.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.631106722,0.194,0.9942,49.2,0.63,1945.0,3367.19,17.60,5400.00,4.443,0.8980,13.572,0,0,1,0
K04490.01,FALSE POSITIVE,FALSE POSITIVE,,176.17377,0.2545,14.58,349.9,1.76,323.0,2.57,8.20,5957.00,4.506,0.9370,15.601,1,0,0,0
K04491.01,CONFIRMED,CANDIDATE,0.9440,114.336052,0.529,14.077,239.8,2.09,429.0,8.02,13.00,5802.00,4.218,1.3160,15.015,0,0,0,0
K04492.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.63938062,1.377,1.2067,308,51.53,2566.0,10289.98,97.50,6607.00,4.363,1.2040,13.725,1,0,1,0
K04558.01,CANDIDATE,CANDIDATE,0.9720,8.8233996,0.022,6.735,104.6,1.13,929.0,176.13,13.30,5602.00,4.269,1.1210,14.598,0,0,0,0
K04559.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566801045,0.628,1.7499,188.3,1.42,2348.0,7209.06,34.90,6106.00,4.405,0.9820,14.498,1,0,1,1
K04560.01,FALSE POSITIVE,FALSE POSITIVE,,0.992799002,1.3295,3.4878,1653,40.12,1933.0,3302.31,97.80,6217.00,4.472,0.9890,15.106,0,1,1,1
K04561.01,CONFIRMED,CANDIDATE,0.9970,1.5184181,0.561,2.842,196.8,1.85,1926.0,3261.65,15.90,6302.00,4.259,1.2690,14.118,0,0,0,0
K04562.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.96807117,0.53,1.677,104.8,0.72,1487.0,1157.58,15.40,5367.00,4.639,0.6870,15.247,1,0,1,0
K04631.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.55661906,0.384,5.396,23.3,0.72,1518.0,1254.47,11.40,6018.00,4.081,1.4580,12.840,0,0,1,1
K04632.01,CANDIDATE,CANDIDATE,0.8720,40.0691482,1.125,2.928,784.1,13.25,458.0,10.42,10.50,5485.00,4.575,0.7620,15.618,0,0,0,0
K04633.01,CANDIDATE,CANDIDATE,1.0000,11.6933447,0.353,6.551,66.9,1.12,950.0,192.95,12.70,6049.00,4.248,1.3540,13.848,0,0,0,0
K07692.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.56256804,0.692,1.686,4.5,0.63,5127.0,164220.08,11.80,9005.00,3.840,2.7730,9.121,1,0,0,1
K03182.01,FALSE POSITIVE,FALSE POSITIVE,,8.79991878,1.6053,41.564,869.1,224.56,1979.0,3624.62,236.10,8092.00,3.725,3.2670,11.040,1,0,0,0
K04634.01,CANDIDATE,CANDIDATE,0.9980,4.02745396,0.304,1.33,85.2,0.98,1250.0,577.46,10.80,6174.00,4.398,1.0410,13.685,0,0,0,0
K03196.01,CANDIDATE,CANDIDATE,0.9170,4.96061094,0.058,2.864,20.4,0.59,1272.0,618.99,12.50,6117.00,4.244,1.2980,11.525,0,0,0,0
K04703.01,FALSE POSITIVE,FALSE POSITIVE,,349.03703,0.1215,4.76,777,2.27,231.0,0.67,11.60,5583.00,4.559,0.8240,15.499,1,0,0,0
K04704.01,FALSE POSITIVE,FALSE POSITIVE,,177.8135,0.2043,9.76,417.7,1.83,310.0,2.17,8.80,5822.00,4.529,0.8980,15.234,1,0,0,0
K04705.01,CANDIDATE,CANDIDATE,0.4460,1.4733245,0.197,1.406,124,1.03,1576.0,1453.80,11.90,5751.00,4.431,0.9210,15.078,0,0,0,0
K04706.01,CONFIRMED,CANDIDATE,0.6650,101.952048,0.084,5.991,152.5,1.31,428.0,7.92,10.30,6210.00,4.407,1.0540,13.658,0,0,0,0
K04493.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.41795911,0.145,2.727,100.5,0.53,878.0,140.54,10.10,4623.00,4.719,0.5340,15.121,0,0,1,0
K04494.01,FALSE POSITIVE,FALSE POSITIVE,,183.854867,0.4202,14.996,520.6,2.4,345.0,3.36,10.80,6225.00,4.450,1.0310,15.448,1,0,0,0
K04495.01,CANDIDATE,CANDIDATE,1.0000,5.93218209,0.097,4.507,205.3,1.39,1000.0,235.68,14.90,5843.00,4.474,0.9770,15.466,0,0,0,0
K04496.01,CANDIDATE,CANDIDATE,0.9670,96.384483,0.095,5.253,591,2.41,400.0,6.03,10.40,5919.00,4.485,1.0000,15.602,0,0,0,0
K07681.01,CANDIDATE,CANDIDATE,1.0000,6.05552018,0.19,2.818,134.6,0.92,844.0,119.89,9.80,5352.00,4.585,0.8050,14.772,0,0,0,0
K00701.05,CONFIRMED,CANDIDATE,0.9890,12.4418003,0.043,3.572,78.4,0.57,576.0,26.03,11.40,4926.00,4.653,0.6620,13.725,0,0,0,0
K04563.01,CANDIDATE,CANDIDATE,0.6030,54.333582,0.823,10.545,152,1.7,513.0,16.37,10.50,5500.00,4.228,1.2210,14.487,0,0,0,0
K03165.01,CANDIDATE,CANDIDATE,1.0000,4.11754421,0.312,4.362,34.3,1.02,1581.0,1477.06,22.10,6263.00,4.024,1.7260,10.335,0,0,0,0
K04564.01,FALSE POSITIVE,FALSE POSITIVE,,293.60581,0.0927,11.07,165.3,1.37,295.0,1.79,8.40,6167.00,4.444,1.0640,14.279,1,0,0,0
K04565.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.78801663,0.796,17.354,14,0.91,2287.0,6451.74,21.80,7523.00,3.986,2.2060,12.133,1,0,0,0
K04566.01,CONFIRMED,CANDIDATE,1.0000,3.94660745,0.278,2.705,309.4,1.4,981.0,218.91,12.70,5376.00,4.576,0.8060,15.923,0,0,0,0
K04635.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.99473798,0.46,3.05,99.5,0.82,917.0,167.06,17.50,5406.00,4.569,0.8190,13.819,0,0,1,1
K04636.01,CANDIDATE,CANDIDATE,1.0000,122.749053,0.997,8.342,1041.2,6.13,348.0,3.48,15.00,5619.00,4.488,0.9760,15.511,0,0,0,0
K04637.01,CANDIDATE,CANDIDATE,0.9850,4.37992345,0.728,4.949,15.5,0.81,1608.0,1579.65,13.90,6311.00,3.993,1.9180,10.438,0,0,0,0
K04638.01,FALSE POSITIVE,FALSE POSITIVE,,368.48518,0.5758,11.26,301.8,1.98,283.0,1.52,13.70,6140.00,4.354,1.0960,14.178,1,0,0,0
K04639.01,FALSE POSITIVE,FALSE POSITIVE,,169.894419,0.3241,2.525,178.7,2.66,492.0,13.85,6.30,6382.00,3.940,1.9610,11.998,1,0,0,0
K04707.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,26.190289,0.109,2.148,51.8,1.05,793.0,93.35,9.30,6434.00,4.208,1.4410,11.660,0,0,1,0
K04708.01,FALSE POSITIVE,FALSE POSITIVE,,203.511886,0.3979,3.671,167.1,2.07,442.0,9.02,9.30,6967.00,4.193,1.5650,12.341,1,0,0,0
K04709.01,CANDIDATE,CANDIDATE,0.8000,3.70858595,0.115,1.94,305.4,1.33,995.0,231.84,11.30,5420.00,4.596,0.7710,15.947,0,0,0,0
K04710.01,CANDIDATE,CANDIDATE,0.9980,9.4527721,0.746,3.817,197.3,1.3,832.0,113.38,11.30,5973.00,4.547,0.8570,15.580,0,0,0,0
K04711.01,CANDIDATE,CANDIDATE,0.8940,4.3638313,0.39,1.457,194.1,1.08,976.0,214.31,10.30,5623.00,4.596,0.7630,15.642,0,0,0,0
K03158.03,CONFIRMED,CANDIDATE,1.0000,6.18943952,0.334,2.3316,83.2,0.65,783.0,88.79,26.80,5051.00,4.562,0.7210,8.717,0,0,0,0
K04497.01,CANDIDATE,CANDIDATE,1.0000,6.83006228,0.006,3.315,187.4,1.09,882.0,142.95,12.10,5807.00,4.576,0.8000,15.170,0,0,0,0
K04498.01,CANDIDATE,CANDIDATE,0.9830,17.1622587,1.201,4.668,312.2,22.42,674.0,48.86,11.70,5729.00,4.509,0.9390,14.841,0,0,0,0
K04499.01,CANDIDATE,CANDIDATE,1.0000,5.19898615,0.428,2.359,136.8,1.04,1035.0,271.21,11.50,6058.00,4.540,0.8670,14.652,0,0,0,0
K04500.01,CONFIRMED,CANDIDATE,0.8060,8.70179611,0.045,3.048,304.1,1.37,750.0,74.58,11.80,5295.00,4.548,0.8000,15.850,0,0,0,0
K04567.01,CANDIDATE,CANDIDATE,0.9880,14.74426,1.063,8.168,113.6,8.1,784.0,89.04,11.90,6146.00,4.454,0.9870,13.775,0,0,0,0
K04568.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.933747395,0.541,4.798,30.9,1.24,2596.0,10738.05,26.70,5574.00,3.818,2.1740,12.877,0,0,1,1
K07682.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,58.873429,0,17.487,226471,76.18,679.0,50.35,106.80,7078.00,4.192,1.5680,14.048,1,0,0,0
K04569.01,FALSE POSITIVE,FALSE POSITIVE,,14.1166583,1.9614,9.12,449.3,238.66,1205.0,497.80,5.90,6526.00,3.883,2.2380,13.572,1,0,0,0
K04570.01,CANDIDATE,CANDIDATE,0.9960,35.0175053,0.809,3.608,292,2.13,617.0,34.32,12.80,5944.00,4.293,1.1230,14.638,0,0,0,0
K04571.01,CONFIRMED,CANDIDATE,0.9950,47.3128645,0.967,11.444,217.4,3.71,658.0,44.26,17.60,5749.00,4.002,1.8760,14.553,0,0,0,0
K04639.02,FALSE POSITIVE,FALSE POSITIVE,,29.6990126,0.3636,1.849,93.3,1.93,880.0,141.60,7.40,6382.00,3.940,1.9610,11.998,1,0,0,0
